Medication,Code_Type,Code,include_james,include_dorsa,include_consensus,include_james 2,Unnamed: 7,include_final
Chlorpheniramine 2 mg-Pseudoephedrin 30 mg-Acetaminophen 500 mg Tablet,EPIC-MED,9556,0,0,True,,,0
Nonseminomatous-guc 4,MGH_CC,5613,0,0,True,,,0
Nonseminomat-guc 5 a,MGH_CC,5616,0,0,True,,,0
Hydrocodone 2.5 mg-Acetaminophen 500 mg Tablet,EPIC-MED,14962,0,0,True,,,0
Demeclocycline - LMR 1006,LMR,1006,0,0,True,,,0
Diphenhyd-Pe-Acetaminophen 12.5 mg-2.5 mg-160 mg/5 ml Oral Suspension,EPIC-MED,77336,0,0,True,,,0
Asa-Acetaminophen-Caffeine-Buffers 227 mg-194 mg-33 mg Tablet,EPIC-MED,8930,0,0,True,,,0
Parenteral Amino Acid 15 % Combination No.2 Intravenous Solution,EPIC-MED,9050,0,0,True,,,0
Deutetrabenazine 9 mg tablet,EPIC-MED,193686,0,0,True,,,0
Parenteral Amino Acid 10 % Combination No.1 Intravenous Solution,EPIC-MED,124807,0,0,True,,,0
Oxycodone-Acetaminophen 5 mg-300 mg Tablet,EPIC-MED,76412,0,0,True,,,0
Diphenhydramine 38 mg-Acetaminophen 500 mg Tablet,EPIC-MED,18837,0,0,True,,,0
Doxylamin-Pse-Dm-Acetaminophen 7.5 mg-60 mg-30mg-1000mg/30ml Oral Liqd,EPIC-MED,18248,0,0,True,,,0
Vibramycin Oral,EPIC-MED,149989,0,0,True,,,0
"Acetaminophen-Dm 1,000 mg-30 mg/30 ml Oral Liquid",EPIC-MED,40239,0,0,True,,,0
Pramoxine-Calamine 1 %-3 % Lotion,EPIC-MED,159024,0,0,True,,,0
Pramoxine + hydrocortisone 1% - LMR 2420,PAML-LMR,2420,0,0,True,,,0
Demeclocycline tab,MGH_CC,730510,0,0,True,,,0
Hydrocodone 7.5 mg-Acetaminophen 500 mg Tablet,EPIC-MED,14963,0,0,True,,,0
Pramoxine-Zinc Acetate 1 %-0.1 % Lotion,EPIC-MED,12393,0,0,True,,,0
Tigecycline  IVPB 50 mg Mbp (100 ml),EPIC-MED,4004081235,0,0,True,,,0
Doxycycline hyclate 50mg capsule u/d,BWH_CC,902707,1,1,True,,,1
Tetracycline 3% ointment - LMR 4254,LMR,4254,0,0,True,,,0
Doxycycline Monohydrate 150 mg Capsule,EPIC-MED,88063,1,1,True,,,1
Pramoxine 1 % Topical Cream,EPIC-MED,116209,0,0,True,,,0
Amoxicillin-oncall,PAML-ONCALL,DSHR3,1,1,True,,,1
Acetaminophen-Pamabrom-Pyrilam 500 mg-25 mg-15 mg Tablet,EPIC-MED,8926,0,0,True,,,0
Tetrahydrozoline 0.1 % Nasal Spray,EPIC-MED,120369,0,0,True,,,0
Hydrocodone-Acetaminophen 10 mg-325 mg/15 ml (15 ml) Oral Solution,EPIC-MED,93225,0,0,True,,,0
Doxylam-Pe-Dm-Acetaminophen-Gg 6.25 mg-5 mg-10 mg-325 mg (Nt) Capsules,EPIC-MED,183453,0,0,True,,,0
Doxycycline hyclate hyclate 50mg capsule,BWH_CC,908527,1,1,True,,,1
Lidocaine-epinephrine-tetracaine 40 mg/ml-0.5 mg/ml-5 mg/ml topical syringe,EPIC-MED,707404,0,0,True,,,0
